"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Description 2","Meta Description 2 Length","Meta Description 2 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address","Crawl Timestamp"
"https://chineseyiwu.com/fairs-exhibitions/","text/html; charset=UTF-8","200","OK","Indexable","","Fairs Exhibitions - Yiwu Market Procurement Service","51","466","Don't miss these key sourcing opportunities in 2026.","52","321","","0","0","","0","Your Calendar for Global Trade.","31","","0","Major Yiwu Exhibitions","22","2026 China Trade Fair Calendar","30","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://chineseyiwu.com/fairs-exhibitions/","","","","","","178177","526","2.424","1","","629","210","0","20.390","78","34","0","6","1","0","","","","","ed0db7db0261e2a6b6a552eae7a98351","1.291","","","","","1.1","https://chineseyiwu.com/fairs-exhibitions/","2026-05-01 22:49:01"
"https://chineseyiwu.com/es/","text/html; charset=UTF-8","200","OK","Indexable","","Servicio de aprovisionamiento del mercado de Yiwu | Agente de aprovisionamiento de China - ChineseYiwu","102","951","Servicio profesional de aprovisionamiento en el mercado de Yiwu desde 2005. Agente de compras de confianza en China con más de 75.000 proveedores, inspección de calidad y envío DDP a todo el mundo.","197","1262","","0","0","","0","TUS OJOS DE CONFIANZA EN EL MERCADO DE YIWU.","44","","0","¿Por qué es tan estresante abastecerse en China?","48","Su ""cortafuegos"" contra los malos proveedores","45","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://chineseyiwu.com/es/","","","","","","272564","787","2.423","1","","421","210","0","20.390","83","35","0","7","1","0","","","","","4c87d767f073de19d79e84b897a678b8","1.442","","","","","1.1","https://chineseyiwu.com/es/","2026-05-01 22:49:01"
"https://chineseyiwu.com/logistics-shipping/","text/html; charset=UTF-8","200","OK","Indexable","","Logistics Shipping - Yiwu Market Procurement Service","52","482","main { position: relative; z-index: 1; }","40","218","We combine goods from multiple suppliers into one shipment. We handle Customs, Duties, and Delivery. Sea, Air, and Rail freight options available. Get a quote.","159","975","Shipping from China to USA, DDP Shipping Service, Yiwu Warehouse Consolidation, Amazon FBA Freight Forwarder","108","We Don't Just Source. We Deliver to Your Door.","46","","0","Shipping is Where Most Importers Lose Money.","44","Consolidate & Save up to 50%","28","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://chineseyiwu.com/logistics-shipping/","","","","","","195786","628","2.455","1","","626","210","0","20.390","78","34","0","6","1","0","","","","","f0524d98a8edae15ea4c604fe108711a","0.475","","","","","1.1","https://chineseyiwu.com/logistics-shipping/","2026-05-01 22:49:03"
"https://chineseyiwu.com/contact-us/","text/html; charset=UTF-8","200","OK","Indexable","","Contact Us - Yiwu Market Procurement Service","44","418","In a rush? Email us directly.","29","168","","0","0","","0","Start Your Sourcing Journey. It’s Free.","39","","0","","0","","0","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://chineseyiwu.com/contact-us/","","","","","","167706","273","1.779","1","","656","210","0","20.390","74","32","0","7","1","0","","","","","8708a8302bce6c8147f079376aef78bb","0.582","","","","","1.1","https://chineseyiwu.com/contact-us/","2026-05-01 22:49:03"
"https://chineseyiwu.com/wp-includes/js/api-request.min.js?ver=6.9.4","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","595","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.832","Tue, 03 Mar 2026 03:16:29 GMT","","","","1.1","https://chineseyiwu.com/wp-includes/js/api-request.min.js?ver=6.9.4","2026-05-01 22:49:03"
"https://chineseyiwu.com/wp-content/uploads/2025/11/hands-typing-laptop-data-charts.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","69272","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.394","Tue, 03 Mar 2026 05:06:37 GMT","","","","1.1","https://chineseyiwu.com/wp-content/uploads/2025/11/hands-typing-laptop-data-charts.webp","2026-05-01 22:49:03"
"https://chineseyiwu.com/services/product-sourcing","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","1","1","0","0.100","0","0","0","0","0","0","","","","","","1.473","","https://chineseyiwu.com/product-sourcing/","HTTP Redirect","","1.1","https://chineseyiwu.com/services/product-sourcing","2026-05-01 22:49:03"
"https://chineseyiwu.com/travel-tips/","text/html; charset=UTF-8","200","OK","Indexable","","Travel Tips - Yiwu Market Procurement Service","45","419","#brand-page-wrapper .glass-card { background: var(--bg-glass); backdrop-filter: blur(20px); border: 1px solid var(--glass-border); border-top: 1px solid","152","920","","0","0","","0","Make Your Sourcing Trip Seamless.","33","","0","The ""Golden Ticket"".","20","How to Get Here.","16","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://chineseyiwu.com/travel-tips/","","","","","","206249","568","2.283","1","","422","210","0","20.390","78","33","0","6","1","0","","","","","5e308a272101bff68179748bd94affe","0.618","","","","","1.1","https://chineseyiwu.com/travel-tips/","2026-05-01 22:49:04"
"https://chineseyiwu.com/wholesale-jewelry-accessories/","text/html; charset=UTF-8","200","OK","Indexable","","Wholesale Jewelry Accessories - Yiwu Market Procurement Service","63","600","The Jewelry Epicenter. Know where to look.","42","268","","0","0","","0","Sparkle for Less. Source the Trend.","35","","0","Don't Let Cheap Jewelry Ruin Your Brand.","40","Inside Yiwu District 1","22","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://chineseyiwu.com/wholesale-jewelry-accessories/","","","","","","240557","375","1.459","1","","422","210","0","20.390","80","36","0","6","1","0","","","","","24061c790412245653f0f45b29e73b6e","0.459","","","","","1.1","https://chineseyiwu.com/wholesale-jewelry-accessories/","2026-05-01 22:49:03"
"https://chineseyiwu.com/wp-content/cache/seraphinite-accelerator/s/m/d/css/087a97f2583855f8909d61f63886a761.32.css","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","50","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.025","Fri, 01 May 2026 14:35:03 GMT","","","","1.1","https://chineseyiwu.com/wp-content/cache/seraphinite-accelerator/s/m/d/css/087a97f2583855f8909d61f63886a761.32.css","2026-05-01 22:49:04"
"https://chineseyiwu.com/yiwu-market-agent/","text/html; charset=UTF-8","200","OK","Indexable","","Yiwu Market Agent - Yiwu Market Procurement Service","51","489","main { position: relative; z-index: 1; }","40","218","Your dedicated eyes and ears in Yiwu Market. We guide, negotiate, consolidate, and inspect. Transparent 3% commission. No hidden kickbacks.","139","880","Yiwu Market Agent, Yiwu Sourcing Service, Yiwu Agent Commission Rate, Best Sourcing Agent Yiwu","94","Your Expert Guide in the World's Largest Wholesale Market.","58","","0","Yiwu is a Goldmine. But it’s also a Maze.","41","How We Save You Money & Stress","30","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://chineseyiwu.com/yiwu-market-agent/","","","","","","228671","779","2.573","1","","691","210","0","20.390","80","33","0","7","1","0","","","","","b576e57957bf4b869714a7f6613b12fc","0.643","","","","","1.1","https://chineseyiwu.com/yiwu-market-agent/","2026-05-01 22:49:04"
"https://chineseyiwu.com/services/","text/html; charset=UTF-8","200","OK","Indexable","","Services - Yiwu Market Procurement Service","42","396","main { position: relative; z-index: 1; }","40","218","Stop juggling multiple vendors. We integrate Sourcing, QC, OEM, and Logistics into one seamless workflow. Save 20+ hours per shipment.","134","845","","0","Don't Just ""Buy Products"". Build a Secure Supply Chain.","55","","0","The Hidden Cost of ""Fragmented Sourcing""","40","How Our 5 Pillars Work Together","31","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://chineseyiwu.com/services/","","","","","","211452","601","2.320","1","","215","210","0","20.390","81","37","0","6","1","0","","","","","12bfe4728e62209e7ad1ab5b2d8f1390","1.306","","","","","1.1","https://chineseyiwu.com/services/","2026-05-01 22:49:04"
"https://chineseyiwu.com/wp-includes/js/wp-api.min.js?ver=6.9.4","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","4133","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.762","Tue, 03 Mar 2026 03:16:29 GMT","","","","1.1","https://chineseyiwu.com/wp-includes/js/wp-api.min.js?ver=6.9.4","2026-05-01 22:49:04"
"https://chineseyiwu.com/yiwu-guide/","text/html; charset=UTF-8","200","OK","Indexable","","Yiwu Guide - Yiwu Market Procurement Service","44","420","Which sourcing hub is right for you?","36","221","","0","0","","0","WELCOME TO THE WORLD'S SUPERMARKET.","35","","0","Yiwu vs. Canton Fair","20","Don't Get Lost.","15","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://chineseyiwu.com/yiwu-guide/","","","","","","267393","525","1.596","1","","832","210","0","20.390","80","36","0","6","1","0","","","","","6c66ccd3a0aa84d587f666df51b55670","0.464","","","","","1.1","https://chineseyiwu.com/yiwu-guide/","2026-05-01 22:49:05"
"https://chineseyiwu.com/services/yiwu-market-agent","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","1","1","0","0.100","0","0","0","0","0","0","","","","","","1.279","","https://chineseyiwu.com/yiwu-market-agent/","HTTP Redirect","","1.1","https://chineseyiwu.com/services/yiwu-market-agent","2026-05-01 22:49:04"
"https://chineseyiwu.com/wp-content/uploads/2025/05/chinese-yiwu-logo.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","33754","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.963","Tue, 03 Mar 2026 05:06:37 GMT","","","","1.1","https://chineseyiwu.com/wp-content/uploads/2025/05/chinese-yiwu-logo.webp","2026-05-01 22:49:05"
"https://chineseyiwu.com/wp-content/cache/seraphinite-accelerator/s/m/d/css/944cc1105f417a9dabfddc0c57079b7a.208.css","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","208","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.998","Fri, 01 May 2026 14:35:03 GMT","","","","1.1","https://chineseyiwu.com/wp-content/cache/seraphinite-accelerator/s/m/d/css/944cc1105f417a9dabfddc0c57079b7a.208.css","2026-05-01 22:49:05"
"https://chineseyiwu.com/case-studies/","text/html; charset=UTF-8","200","OK","Indexable","","Case Studies - Yiwu Market Procurement Service","46","437","A UK toy brand was about to wire $20,000 to an Alibaba ""factory"". Our audit revealed it was a scam. We intervened, found the real manufacturer, and saved","153","955","","0","0","","0","Don't Just Take Our Word For It.","32","","0","The ""Bait & Switch"" Nightmare","29","Find Your Match","15","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://chineseyiwu.com/case-studies/","","","","","","260270","500","1.690","1","","631","210","0","20.390","76","33","0","6","1","0","","","","","bcbf833ccf410708e76b924643e547f2","0.476","","","","","1.1","https://chineseyiwu.com/case-studies/","2026-05-01 22:49:05"
"https://chineseyiwu.com/wp-content/cache/seraphinite-accelerator/s/m/d/css/a22d2f0f37f7a7deaf5a0b4e20d8acb3.bd.css","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","189","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.764","Fri, 01 May 2026 14:35:03 GMT","","","","1.1","https://chineseyiwu.com/wp-content/cache/seraphinite-accelerator/s/m/d/css/a22d2f0f37f7a7deaf5a0b4e20d8acb3.bd.css","2026-05-01 22:49:06"
"https://chineseyiwu.com/product-sourcing/","text/html; charset=UTF-8","200","OK","Indexable","","Product Sourcing - Yiwu Market Procurement Service","50","473","main { position: relative; z-index: 1; }","40","218","Go beyond Yiwu. We source directly from verified factories in Shenzhen, Guangzhou, and Ningbo. Get the real manufacturing price. No hidden traders.","147","922","China Product Sourcing, Direct Factory Sourcing, Sourcing Agent China, Manufacturer Verification","96","Go Direct to the Source. Anywhere in China.","43","","0","Are You Sourcing from a Factory... or a Trader?","47","We Source Where the Experts Are","31","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://chineseyiwu.com/product-sourcing/","","","","","","227243","630","2.191","1","","626","210","0","20.390","78","33","0","6","1","0","","","","","519e1ad72b8c5aaf8848c88a794c890e","0.611","","","","","1.1","https://chineseyiwu.com/product-sourcing/","2026-05-01 22:49:06"
"https://chineseyiwu.com/wp-content/cache/seraphinite-accelerator/s/m/d/css/0c30d554ed03e98e5bf0d01d368921e4.220d.css","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","785","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.783","Fri, 01 May 2026 14:35:03 GMT","","","","1.1","https://chineseyiwu.com/wp-content/cache/seraphinite-accelerator/s/m/d/css/0c30d554ed03e98e5bf0d01d368921e4.220d.css","2026-05-01 22:49:06"
"https://chineseyiwu.com/wp-content/plugins/livecanvas/modules/optin-extra-assets/aos-with-init.js?ver=6.9.4","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","4925","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.770","Tue, 03 Mar 2026 05:29:06 GMT","","","","1.1","https://chineseyiwu.com/wp-content/plugins/livecanvas/modules/optin-extra-assets/aos-with-init.js?ver=6.9.4","2026-05-01 22:49:07"
"https://chineseyiwu.com/wp-content/cache/seraphinite-accelerator/s/m/d/css/6cf829ba62c21168825d059f672026c9.da9.css","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","975","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.744","Fri, 24 Apr 2026 01:37:11 GMT","","","","1.1","https://chineseyiwu.com/wp-content/cache/seraphinite-accelerator/s/m/d/css/6cf829ba62c21168825d059f672026c9.da9.css","2026-05-01 22:49:07"
"https://chineseyiwu.com/hardware-tools/","text/html; charset=UTF-8","200","OK","Indexable","","Hardware Tools - Yiwu Market Procurement Service","48","461","Don't buy a drill in the wrong city.","36","203","","0","0","","0","Built to Last. Sourced to Profit.","33","","0","Don't Build Your Brand on ""Soft Steel"".","39","Know Your Geography","19","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://chineseyiwu.com/hardware-tools/","","","","","","228441","517","1.918","1","","421","210","0","20.390","79","35","0","6","1","0","","","","","8f5e9e4b26a553f7ff61dd29452625cd","1.206","","","","","1.1","https://chineseyiwu.com/hardware-tools/","2026-05-01 22:49:07"
"https://chineseyiwu.com/quality-control/","text/html; charset=UTF-8","200","OK","Indexable","","Quality Control - Yiwu Market Procurement Service","49","452","main { position: relative; z-index: 1; }","40","218","Don't ship blind. Our strict on-site QC inspections catch defects BEFORE they leave China. Detailed photo/video reports within 24 hours. Book now.","146","902","China Quality Control Service, Pre-Shipment Inspection China, AQL Inspection Standard, Third Party Inspection Yiwu","114","Stop Defective Goods BEFORE They Leave China.","45","","0","The Most Expensive Mistake an Importer Can Make","47","Our Inspection Services","23","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://chineseyiwu.com/quality-control/","","","","","","201538","645","2.564","1","","627","210","0","20.390","78","34","0","6","1","0","","","","","a34d84bc2cfd00782dbf41eb27a67dcb","1.473","","","","","1.1","https://chineseyiwu.com/quality-control/","2026-05-01 22:49:07"
