"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address","Crawl Timestamp"
"https://pickleoem.com/_next/static/chunks/0hz~n8c7ula85.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.833","Fri, 01 May 2026 01:43:08 GMT","","","","1.1","https://pickleoem.com/_next/static/chunks/0hz~n8c7ula85.js","2026-05-01 22:27:02"
"https://pickleoem.com/_next/static/chunks/0m4qpgu6~adf9.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.287","Fri, 01 May 2026 01:43:09 GMT","","","","1.1","https://pickleoem.com/_next/static/chunks/0m4qpgu6~adf9.js","2026-05-01 22:27:01"
"https://pickleoem.com/_next/static/chunks/0rwwge57xnfls.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.661","Fri, 01 May 2026 01:43:08 GMT","","","","1.1","https://pickleoem.com/_next/static/chunks/0rwwge57xnfls.js","2026-05-01 22:27:02"
"https://pickleoem.com/_next/static/chunks/018sp~90_ix4x.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.617","Fri, 01 May 2026 01:43:08 GMT","","","","1.1","https://pickleoem.com/_next/static/chunks/018sp~90_ix4x.js","2026-05-01 22:27:02"
"https://pickleoem.com/_next/static/chunks/03~yq9q893hmn.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.409","Fri, 01 May 2026 14:14:36 GMT","","","","1.1","https://pickleoem.com/_next/static/chunks/03~yq9q893hmn.js","2026-05-01 22:27:02"
"https://pickleoem.com/about","text/html; charset=utf-8","200","OK","Indexable","","About Our Factory | Yiwu OEM Pickleball Manufacturer — Quality & Trust","70","640","Yiwu-based pickleball manufacturer with USAPA-compliant production, heat-resistant edge guard technology, and ±3g weight precision. Trusted by brands in 30+ countries.","167","1059","","0","Not a Middleman. The Factory.","29","We Know What Buyers in the Philippines Are Afraid Of","52","Quality Commitments","19","","","","https://pickleoem.com/about","","","","","","50913","505","8.685","1","","62","16","0","100.000","22","9","0","2","1","0","","","","","d5a0bbb2557a836142f8e0d0078a23e","0.820","","","","","1.1","https://pickleoem.com/about","2026-05-01 22:27:02"
"https://pickleoem.com/_next/static/chunks/0zw39vjc0u16a.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.458","Fri, 01 May 2026 01:43:08 GMT","","","","1.1","https://pickleoem.com/_next/static/chunks/0zw39vjc0u16a.js","2026-05-01 22:27:03"
"https://pickleoem.com/_next/static/chunks/0h9bqs8w8u3qm.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.009","Fri, 01 May 2026 01:43:08 GMT","","","","1.1","https://pickleoem.com/_next/static/chunks/0h9bqs8w8u3qm.js","2026-05-01 22:27:02"
"https://pickleoem.com/oem","text/html; charset=utf-8","200","OK","Indexable","","OEM & Custom Pickleball | Private Label Factory — Yiwu China","60","554","Full OEM/ODM pickleball paddle and ball manufacturing. Custom logo, T700/T800 carbon fiber selection, packaging design. Sample in 7 days. DDP shipping worldwide.","161","1030","","0","Your Brand. Our Factory.","24","Choose Your Carbon Grade","24","The OEM Process","15","","","","https://pickleoem.com/oem","","","","","","61341","446","6.498","1","","76","16","0","100.000","22","9","0","2","1","0","","","","","df26997c9efbee46cc979cf6ebe763cb","0.432","","","","","1.1","https://pickleoem.com/oem","2026-05-01 22:27:03"
"https://pickleoem.com/blog","text/html; charset=utf-8","200","OK","Indexable","","Pickleball OEM Blog | Factory Tips, Market Insights & How-To Guides","67","606","Expert guides on finding OEM pickleball manufacturers, Southeast Asia market data, and quality verification tips for wholesale buyers.","134","825","","0","OEM Insights","12","Custom Pickleball Apparel Manufacturing","39","How to Import Pickleball Nets from China","40","","","","https://pickleoem.com/blog","","","","","","64778","324","4.656","1","","23","16","0","100.000","29","16","0","2","1","0","","","","","3c64473baab497cbb68161aefb2d7aa7","0.857","","","","","1.1","https://pickleoem.com/blog","2026-05-01 22:27:03"
"https://pickleoem.com/_next/static/chunks/051pb-0z4gex6.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.597","Fri, 01 May 2026 01:43:24 GMT","","","","1.1","https://pickleoem.com/_next/static/chunks/051pb-0z4gex6.js","2026-05-01 22:27:03"
"https://pickleoem.com/_next/image?url=%2Fproducts%2F10.png&w=1920&q=75","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","152804","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.417","Fri, 01 May 2026 09:40:49 GMT","","","","1.1","https://pickleoem.com/_next/image?url=%2Fproducts%2F10.png&w=1920&q=75","2026-05-01 22:27:03"
"https://pickleoem.com/_next/static/chunks/0kzwnucu3-7el.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.929","Fri, 01 May 2026 01:43:08 GMT","","","","1.1","https://pickleoem.com/_next/static/chunks/0kzwnucu3-7el.js","2026-05-01 22:27:03"
"https://pickleoem.com/_next/image?url=%2Fgallery%2Fgallery_7.jpg&w=1920&q=75","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","94682","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.838","Tue, 14 Apr 2026 04:59:45 GMT","","","","1.1","https://pickleoem.com/_next/image?url=%2Fgallery%2Fgallery_7.jpg&w=1920&q=75","2026-05-01 22:27:03"
"https://pickleoem.com/_next/image?url=%2Fgallery%2Fgallery_13.jpg&w=1920&q=75","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","87763","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.699","Tue, 14 Apr 2026 04:59:45 GMT","","","","1.1","https://pickleoem.com/_next/image?url=%2Fgallery%2Fgallery_13.jpg&w=1920&q=75","2026-05-01 22:27:04"
"https://pickleoem.com/_next/image?url=https%3A%2F%2Fcdn.sanity.io%2Fimages%2Fhm6skjpo%2Fproduction%2F7b990bc0679e737d5f423e5fa9c375e2090cfae4-1200x900.jpg&w=1920&q=75","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","133394","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.834","Thu, 30 Apr 2026 01:55:31 GMT","","","","1.1","https://pickleoem.com/_next/image?url=https%3A%2F%2Fcdn.sanity.io%2Fimages%2Fhm6skjpo%2Fproduction%2F7b990bc0679e737d5f423e5fa9c375e2090cfae4-1200x900.jpg&w=1920&q=75","2026-05-01 22:27:04"
"https://pickleoem.com/_next/image?url=%2Fgallery%2Fgallery_2.jpg&w=1920&q=75","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","92792","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.833","Tue, 14 Apr 2026 04:59:44 GMT","","","","1.1","https://pickleoem.com/_next/image?url=%2Fgallery%2Fgallery_2.jpg&w=1920&q=75","2026-05-01 22:27:04"
"https://pickleoem.com/_next/image?url=%2Fgallery%2Fgallery_8.jpg&w=1920&q=75","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","170305","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.472","Tue, 14 Apr 2026 04:59:44 GMT","","","","1.1","https://pickleoem.com/_next/image?url=%2Fgallery%2Fgallery_8.jpg&w=1920&q=75","2026-05-01 22:27:05"
"https://pickleoem.com/_next/image?url=%2Fgallery%2Fgallery_5.jpg&w=1920&q=75","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","108867","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.411","Tue, 14 Apr 2026 04:59:44 GMT","","","","1.1","https://pickleoem.com/_next/image?url=%2Fgallery%2Fgallery_5.jpg&w=1920&q=75","2026-05-01 22:27:05"
"https://pickleoem.com/blog/portable-vs-permanent-nets","text/html; charset=utf-8","200","OK","Indexable","","Portable vs Permanent Nets: Distributor Inventory ROI","53","480","Avoid dead stock by mixing portable and permanent nets in a 40ft HC container. Maximize freight efficiency and cash flow. Get the wholesale ROI data.","149","930","","0","Fiberglass vs Graphite Paddle OEM Costs","39","Portable vs Permanent Nets: ROI Data","36","Permanent Net Systems: Specs & Costs","36","","","","","","","","","","102883","2529","17.706","2","","1","1","0","6.250","25","9","0","5","4","0","","","","","735d31d878f0c0f47f7993c03d820457","0.821","","","","","1.1","https://pickleoem.com/blog/portable-vs-permanent-nets","2026-05-01 22:27:04"
"https://pickleoem.com/_next/image?url=https%3A%2F%2Fcdn.sanity.io%2Fimages%2Fhm6skjpo%2Fproduction%2Fd1ac176f7e2c964689308bf1fedd446dddad82d1-1200x800.jpg&w=1920&q=75","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","86717","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.923","Wed, 29 Apr 2026 11:24:53 GMT","","","","1.1","https://pickleoem.com/_next/image?url=https%3A%2F%2Fcdn.sanity.io%2Fimages%2Fhm6skjpo%2Fproduction%2Fd1ac176f7e2c964689308bf1fedd446dddad82d1-1200x800.jpg&w=1920&q=75","2026-05-01 22:27:04"
"https://pickleoem.com/_next/static/chunks/04nq1~kjtla0m.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.400","Fri, 01 May 2026 01:43:24 GMT","","","","1.1","https://pickleoem.com/_next/static/chunks/04nq1~kjtla0m.js","2026-05-01 22:27:05"
"https://pickleoem.com/_next/image?url=%2Fgallery%2Fgallery_3.jpg&w=1920&q=75","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","162997","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.838","Tue, 14 Apr 2026 04:59:45 GMT","","","","1.1","https://pickleoem.com/_next/image?url=%2Fgallery%2Fgallery_3.jpg&w=1920&q=75","2026-05-01 22:27:05"
"https://pickleoem.com/_next/image?url=%2Fproducts%2F21.png&w=1920&q=75","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","167612","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.839","Fri, 01 May 2026 09:40:49 GMT","","","","1.1","https://pickleoem.com/_next/image?url=%2Fproducts%2F21.png&w=1920&q=75","2026-05-01 22:27:05"
"https://pickleoem.com/_next/image?url=%2Fgallery%2Fgallery_6.jpg&w=1920&q=75","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","91070","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.452","Tue, 14 Apr 2026 04:59:44 GMT","","","","1.1","https://pickleoem.com/_next/image?url=%2Fgallery%2Fgallery_6.jpg&w=1920&q=75","2026-05-01 22:27:06"
"https://pickleoem.com/blog/indoor-outdoor-pickleball-specs","text/html; charset=utf-8","200","OK","Indexable","","Indoor vs Outdoor Pickleball Specs for Distributors","51","447","Stop returns from indoor vs outdoor pickleball spec mismatches. Learn USAPA weight rules, exact hole sizes, and the 60-70% outdoor stock ratio. Read more.","154","967","","0","Private Label Pickleball Paddle Bag OEM","39","USAPA Approval Standards for Ball Specs","39","Hole Count and Diameter Comparison","34","","","","https://pickleoem.com/blog/indoor-outdoor-pickleball-specs","","","","","","123475","3598","19.996","2","","3","3","0","18.750","25","10","0","5","3","0","","","","","9137fae54e86c3a040690fa596dda12","1.280","","","","","1.1","https://pickleoem.com/blog/indoor-outdoor-pickleball-specs","2026-05-01 22:27:05"
"https://pickleoem.com/_next/image?url=%2Fproducts%2F7.png&w=1920&q=75","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","107160","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.852","Tue, 31 Mar 2026 07:14:29 GMT","","","","1.1","https://pickleoem.com/_next/image?url=%2Fproducts%2F7.png&w=1920&q=75","2026-05-01 22:27:06"
"https://pickleoem.com/_next/image?url=%2Fproducts%2F15.png&w=1920&q=75","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","143219","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.067","Tue, 31 Mar 2026 07:14:29 GMT","","","","1.1","https://pickleoem.com/_next/image?url=%2Fproducts%2F15.png&w=1920&q=75","2026-05-01 22:27:06"
"https://pickleoem.com/_next/image?url=%2Fgallery%2Fgallery_9.jpg&w=1920&q=75","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","142751","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.870","Tue, 14 Apr 2026 04:59:45 GMT","","","","1.1","https://pickleoem.com/_next/image?url=%2Fgallery%2Fgallery_9.jpg&w=1920&q=75","2026-05-01 22:27:06"
"https://pickleoem.com/_next/static/chunks/0fs6-s7nvp4w3.js","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.674","Fri, 01 May 2026 01:43:24 GMT","","","","1.1","https://pickleoem.com/_next/static/chunks/0fs6-s7nvp4w3.js","2026-05-01 22:27:06"
"https://pickleoem.com/_next/image?url=https%3A%2F%2Fcdn.sanity.io%2Fimages%2Fhm6skjpo%2Fproduction%2Fcd63be7afadcd34ffeeececaaa74ed07eeddcc1c-1200x800.jpg&w=1920&q=75","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","69282","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.465","Tue, 28 Apr 2026 02:08:25 GMT","","","","1.1","https://pickleoem.com/_next/image?url=https%3A%2F%2Fcdn.sanity.io%2Fimages%2Fhm6skjpo%2Fproduction%2Fcd63be7afadcd34ffeeececaaa74ed07eeddcc1c-1200x800.jpg&w=1920&q=75","2026-05-01 22:27:07"
"https://pickleoem.com/_next/image?url=%2Fproducts%2F4.png&w=1920&q=75","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","365361","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.410","Fri, 01 May 2026 09:40:49 GMT","","","","1.1","https://pickleoem.com/_next/image?url=%2Fproducts%2F4.png&w=1920&q=75","2026-05-01 22:27:07"
"https://pickleoem.com/_next/image?url=%2Fproducts%2F1.png&w=1920&q=75","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","173543","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.749","Tue, 31 Mar 2026 07:14:29 GMT","","","","1.1","https://pickleoem.com/_next/image?url=%2Fproducts%2F1.png&w=1920&q=75","2026-05-01 22:27:07"
"https://pickleoem.com/_next/image?url=%2Fproducts%2F12.png&w=1920&q=75","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","201193","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.840","Tue, 31 Mar 2026 07:14:29 GMT","","","","1.1","https://pickleoem.com/_next/image?url=%2Fproducts%2F12.png&w=1920&q=75","2026-05-01 22:27:07"
"https://pickleoem.com/_next/image?url=%2Fproducts%2F18.png&w=1920&q=75","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","119506","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.011","Tue, 31 Mar 2026 07:14:29 GMT","","","","1.1","https://pickleoem.com/_next/image?url=%2Fproducts%2F18.png&w=1920&q=75","2026-05-01 22:27:07"
"https://pickleoem.com/_next/image?url=%2Fproducts%2F2.png&w=1920&q=75","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","200190","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.657","Fri, 01 May 2026 09:40:49 GMT","","","","1.1","https://pickleoem.com/_next/image?url=%2Fproducts%2F2.png&w=1920&q=75","2026-05-01 22:27:08"
"https://pickleoem.com/_next/image?url=%2Fproducts%2F5.png&w=1920&q=75","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","141040","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.409","Tue, 31 Mar 2026 07:14:29 GMT","","","","1.1","https://pickleoem.com/_next/image?url=%2Fproducts%2F5.png&w=1920&q=75","2026-05-01 22:27:08"
"https://pickleoem.com/_next/image?url=https%3A%2F%2Fcdn.sanity.io%2Fimages%2Fhm6skjpo%2Fproduction%2Fb3717acc22ceb6517bef994ca11d830cdfbfc71c-800x1200.jpg&w=1920&q=75","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","57273","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.216","Wed, 29 Apr 2026 12:03:24 GMT","","","","1.1","https://pickleoem.com/_next/image?url=https%3A%2F%2Fcdn.sanity.io%2Fimages%2Fhm6skjpo%2Fproduction%2Fb3717acc22ceb6517bef994ca11d830cdfbfc71c-800x1200.jpg&w=1920&q=75","2026-05-01 22:27:07"
"https://pickleoem.com/_next/image?url=%2Fgallery%2Fgallery_4.jpg&w=1920&q=75","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","123131","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.669","Tue, 14 Apr 2026 04:59:45 GMT","","","","1.1","https://pickleoem.com/_next/image?url=%2Fgallery%2Fgallery_4.jpg&w=1920&q=75","2026-05-01 22:27:08"
"https://pickleoem.com/_next/image?url=%2Fproducts%2F13.png&w=1920&q=75","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","189816","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.817","Fri, 01 May 2026 09:40:49 GMT","","","","1.1","https://pickleoem.com/_next/image?url=%2Fproducts%2F13.png&w=1920&q=75","2026-05-01 22:27:08"
"https://pickleoem.com/_next/image?url=%2Fproducts%2F20.png&w=1920&q=75","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","199937","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.468","Tue, 31 Mar 2026 07:14:29 GMT","","","","1.1","https://pickleoem.com/_next/image?url=%2Fproducts%2F20.png&w=1920&q=75","2026-05-01 22:27:09"
"https://pickleoem.com/_next/image?url=%2Fproducts%2F8.png&w=1920&q=75","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","112809","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.406","Fri, 01 May 2026 09:40:49 GMT","","","","1.1","https://pickleoem.com/_next/image?url=%2Fproducts%2F8.png&w=1920&q=75","2026-05-01 22:27:09"
"https://pickleoem.com/blog/fob-vs-ddp-fba-landed-cost","text/html; charset=utf-8","200","OK","Indexable","","FOB vs DDP FBA: Full Landed Cost and Pricing Breakdown","54","515","DDP shipping hides a 15-25% freight markup and risks expensive Amazon FBA corrective labeling fees. See why FOB keeps landed cost under $12. Get the math.","154","985","","0","Custom Pickleball Apparel Manufacturing","39","FOB vs DDP Pricing Explained","28","FOB vs DDP Cost Breakdown","25","","","","https://pickleoem.com/blog/fob-vs-ddp-fba-landed-cost","","","","","","96176","2590","17.802","2","","1","1","0","6.250","26","11","0","5","4","0","","","","","a48934b387274158da2cfe42868b0ea1","1.085","","","","","1.1","https://pickleoem.com/blog/fob-vs-ddp-fba-landed-cost","2026-05-01 22:27:08"
